2;День рождения сегодня твой.$Дай тебе Бог здоровья!$Пусть будет в доме твоем покой,$Согретый радостью и любовью.$Любовью к детям, лишь к ним, родным...$Что может быть прекраснее на планете!$Мы именем гордимся твоим,$Долго живи на свете!
2;День рожденья - особая дата.$Этот праздник ни с чем не сравнить.$Кто -то мудрый придумал когда-то$Имениннику радость дарить.$Радость встречи, веселья, улыбок,$Пожеланья здоровья и сил.$Чтобы счастье безоблачным было,$Чтоб успех каждый день приходил.
2;День рожденья - хорошая дата,$И неважно, сколько Вам лет.$Было Вам и 17 когда-то,$Но не стоит об этом жалеть.$Эти годы все так же прекрасны,$Вы в кругу своих близких друзей,$Вам желаем здоровья и счастья,$Много солнечных, радостных дней!$Пусть лицо озаряет улыбка,$Пусть не старят морщинки у век:$Возраст - это большая ошибка,$Если молод душой человек!
2;День рожденья - хорошая дата,$Но немножко грустно всегда.$Потому что летят незаметно$Наши лучшие в жизни года.$День рожденья - особая дата,$Этот праздник ни с чем не сравнить,$Кто-то умный придумал когда-то$Имениннику радость дарить.$Радость встречи, улыбки, надежды,$Пожеланья здоровья, тепла,$Чтобы счастье безоблачным было,$Что успешными были дела!
2;День рожденья! День рожденья!$Все приятны и милы.$Выставляйте угощенье$На широкие столы!$Каждый гость сейчас по дружбе$Пожелать бы Вам хотел$Лад в семье, успех по службе,$Долгих лет и добрых дел.
2;День твоего рождения пришел$И это не простая дата,$Пусть в этот день все будет хорошо,$И весело с рассвета до заката.
2;Для Вас пусть будет добрым каждый час,$Минуют бури и ненастья,$Пусть ваши дети любят Вас,$И процветает в доме счастье!
2;Дни прожодят без оглядки$И сливаются в года,$Год прибавился к десятку -$Это вовсе не беда.$важно быть всегда здоровым$И не помнить, сколько лет.$Вспоминаем добрым словом$И сердечный шлем привет!
2;Дорогая, с днем рожденья!$Мы желаем настроенья$Лишь отличного всегда$И здоровья на года,$Счастьем пусть горят глаза,$И ведет тебя стезя,$Вопреки любым помехам,$Лишь к удаче и успехам!
2;Если ты противница покоя,$Значит, ты пока что молода,$И покуда верится, что можешь$Одолеть любой крутой подъём,$Ты всегда на 10 лет моложе$Возраста, что в паспорте твоём!
2;Есть у метких французов$Золотые слова:$"Если б молодость знала,$Если б старость могла"$Но бывает участок$В середине пути,$Когда опыт и сила$Могут рядом идти.$Этот возраст счастливый$Сочетает в себе$Два хорошеньких слова:$"Еще" и "уже".$Так что жить в это время$И легко и приятно.$Если жизнь Вам предложит$Трудных ребусов ряд,$То решайте их смело -$Вам уже пятьдесят!$Если юность окликнет,$Становитесь с нею в ряд.$Становитесь, не бойтесь -$Вам еще пятьдесят
2;Желаем бодрости вам вечной$И целый клад душевных сил,$Успехов в жизни бесконечной$И дружбы тех, кто сердцу мил.$Пусть не приходят к вам ненастья$И беды пусть не старят вас,$Пусть каждый день вам будет счастьем.$Вот пожелание для вас!
2;Желаем быть всегда красивой,$Как первые цветы в росе.$Желаем быть всегда счастливой,$Чтобы завидовали все!
2;Желаем быть прекрасней, чем рассвет,$И счастья вечного на много-много лет.$Желаем синих звезд в твою ладонь,$Любви желаем жарче, чем огонь.$Дорог желаем в жизни не крутых.$И жить не для себя, а для других.
2;Желаем в день рожденья только$Расти, смеяться и цвести,$Добра, тепла и ласки столько,$Что за сто лет не унести!$В учебе и в труде - удачи,$А отдыхать - легко и всласть!$...И будут деньги, виллы, дачи$Да над судьбою будет власть!
2;Желаем в жизни всё успеть$И полный дом всего иметь,$Здоровье, бодрость сохранить$И много-много лет прожить!
2;Желаем в жизни лишь успеха,$Поменьше слез, побольше смеха,$Дорогу жизни подлиней$И много радости на ней!
2;Желаем в жизни много счастья,$Любви, душевного тепла,$Чтоб миновали Вас ненастья,$Вся жизнь чтоб светлая была.
2;Желаем в жизни мы успеха,$Много радости и смеха.$Hикогда не унывать,$Улыбаться, не скучать.$И в беде не огорчаться,$Hикому не поддаваться.$Все уроки знать на пять$И подарки получать!
2;Желаем в этот день напиться,$В своей квартире заблудиться,$Друзей, родных не узнавать$И не найти свою кровать!
2;Желаем в юбилейный год$Приятных радостных хлопот,$Чтоб за шампанским вы сидели,$Чтоб веселились, песни пели,$Чтоб юбилейный славный пир$Принес здоровья, счастья, мир.$Что задумали, пусть исполнится.$Лишь хорошее пусть запомнится.$Пусть глаза счастьем светятся,$И люди добрые пусть вам встретятся!
